Ticker,Rank,Name,Market Cap,Country,Shares,6mo Gain Abs,6mo Gain Pct,1st Month Gain,Sector_Communication Services,Sector_Consumer Cyclical,Sector_Consumer Defensive,Sector_Energy,Sector_Financial Services,Sector_Healthcare,Sector_Industrials,Sector_Real Estate,Sector_Technology,Sector_Utilities,6mo Veredict_loss,6mo Veredict_neutral,6mo Veredict_gain,6mo Veredict_big gain
BEI.DE,852,Beiersdorf,23550000000.0,🇩🇪 Germany,226725714.8358525,-5.820000000000007,-0.0592185592185593,4.909999999999997,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCL,853,Carnival,23500000000.0,🇺🇸 USA,1165674603.1746032,-7.75,-0.2777777777777778,-3.1999999999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CBGA.F,854,Carlsberg,23430000000.0,🇩🇰 Denmark,138303523.9950416,-39.0,-0.2052631578947368,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLPFF,855,Teleperformance,23430000000.0,🇫🇷 France,58721804.5112782,1.1499999999999773,0.00297157622739,25.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
RYAAY,856,Ryanair,23430000000.0,🇮🇪 Ireland,225722543.3526012,-10.340000000000003,-0.0904320447787301,-8.540000000000006,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RF,857,Regions Financial,23430000000.0,🇺🇸 USA,953213995.117982,1.7199999999999989,0.0752076956711849,-3.2300000000000004,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SOON.SW,858,Sonova,23400000000.0,🇨🇭 Switzerland,62301978.2209324,35.89999999999998,0.1147698209718668,28.19999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HOOD,859,Robinhood,23380000000.0,🇺🇸 USA,835596854.8963546,-7.170000000000002,-0.2059161401493394,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CHD,860,Church & Dwight,23340000000.0,🇺🇸 USA,249946455.3437567,6.929999999999993,0.0794724770642201,-0.5100000000000051,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CON.DE,861,Continental,23310000000.0,🇩🇪 Germany,199965685.85399333,-12.019999999999996,-0.1011784511784511,3.0799999999999983,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HRL,862,Hormel Foods,23290000000.0,🇺🇸 USA,542384722.8691198,-6.009999999999998,-0.1220056841250507,-0.7899999999999991,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9020.T,863,East Japan Railway,23280000000.0,🇯🇵 Japan,377126194.7189373,-410.0,-0.0544344131704725,269.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ESS,864,Essex Property Trust,23250000000.0,🇺🇸 USA,65080475.85724283,59.03999999999997,0.201942810233958,4.71999999999997,0,0,0,0,0,0,0,1,0,0,0,0,1,0
SGSN.SW,865,SGS,23220000000.0,🇨🇭 Switzerland,7492739.593417231,132.0,0.0482279868469126,51.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SUI,866,Sun Communities,23200000000.0,🇺🇸 USA,115947823.47943424,28.97,0.1730895620481567,3.980000000000018,0,0,0,0,0,0,0,1,0,0,0,0,1,0
EBK.DE,867,EnBW Energie,23150000000.0,🇩🇪 Germany,270791905.48602176,-2.5999999999999943,-0.0324999999999999,-3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BPAC3.SA,868,BTG Pactual,23120000000.0,🇧🇷 Brazil,9673640167.364016,-2.6500000000000004,-0.1704180064308681,-0.7550000000000026,0,0,0,0,0,0,0,0,0,0,1,0,0,0
APT.AX,869,Afterpay,22900000000.0,🇦🇺 Australia,291422753.88139474,15.36,0.167156382631407,26.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IFC.TO,870,Intact Financial,22860000000.0,🇨🇦 Canada,176062846.58040664,5.760000000000019,0.0361309747835907,5.169999999999988,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MKC,871,McCormick & Company,22850000000.0,🇺🇸 USA,267282723.12551177,-5.189999999999998,-0.0572847682119205,-0.7400000000000091,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2319.HK,872,Mengniu Dairy,22830000000.0,🇨🇳 China,3949826989.619377,1.1499999999999986,0.0259887005649717,0.7000000000000028,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YUMC,873,Yum China,22830000000.0,🇨🇳 China,428089255.5784737,-12.14,-0.1863678231501382,-1.3900000000000006,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DRE,874,Duke Realty,22810000000.0,🇺🇸 USA,380737773.3266567,12.840000000000003,0.2773817239144525,0.8900000000000006,0,0,0,0,0,0,0,1,0,0,0,0,0,1
STE,875,Steris,22800000000.0,🇮🇪 Ireland,100000000.0,38.88,0.2046315789473685,15.439999999999998,0,0,0,0,0,1,0,0,0,0,0,0,1,0
POOL,876,POOLCORP,22780000000.0,🇺🇸 USA,40073180.17098829,130.83000000000004,0.303733110461067,22.110000000000014,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6920.T,877,Lasertec,22780000000.0,🇯🇵 Japan,90146418.67827465,12770.0,0.7158071748878925,740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SCT.F,878,SSE,22680000000.0,🇬🇧 UK,1065789473.6842104,0.7850000000000001,0.0437447757035385,-0.2749999999999986,0,0,0,0,0,0,0,0,0,0,0,1,0,0
POW.TO,879,Power Corporation of Canada,22670000000.0,🇨🇦 Canada,675707898.6587183,4.080000000000005,0.1051546391752578,-0.1700000000000017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ALNY,880,Alnylam Pharmaceuticals,22580000000.0,🇺🇸 USA,119597457.62711865,48.870000000000005,0.3534133641886028,27.53,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0788.HK,881,China Tower,22570000000.0,🇨🇳 China,173615384615.3846,-0.04,-0.0377358490566037,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TW,882,Tradeweb,22560000000.0,🇺🇸 USA,232505410.69772235,15.539999999999992,0.191450043119379,0.7800000000000011,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2603.TW,883,Evergreen Marine,22540000000.0,🇹🇼 Taiwan,5291079812.2065735,33.599999999999994,0.3888888888888888,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
XYL,884,Xylem,22540000000.0,🇺🇸 USA,180262316.0588612,10.669999999999987,0.0920621225194131,1.8399999999999888,0,0,0,0,0,0,1,0,0,0,0,0,1,0
STX,885,Seagate Technology,22490000000.0,🇮🇪 Ireland,222585114.8060174,3.4299999999999926,0.0349465104431991,-7.819999999999993,0,0,0,0,0,0,0,0,1,0,0,1,0,0
PKI,886,PerkinElmer,22330000000.0,🇺🇸 USA,126193840.06781578,35.00999999999999,0.2420994398727611,9.340000000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6301.T,887,Komatsu,22310000000.0,🇯🇵 Japan,944938585.3451928,-360.5,-0.1112997838839148,-439.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KEY,888,KeyCorp,22300000000.0,🇺🇸 USA,930717863.1051753,0.9299999999999996,0.0403645833333332,-2.390000000000001,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ICLR,889,ICON plc,22290000000.0,🇮🇪 Ireland,81388980.17307481,41.77000000000004,0.1798880275624463,-17.049999999999983,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ULTA,890,ULTA Beauty,22260000000.0,🇺🇸 USA,54351010.84090243,93.11,0.2948198340827053,0.4099999999999681,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BIO,891,Bio-Rad Laboratories,22210000000.0,🇺🇸 USA,30143865.363735072,148.10000000000002,0.2497217819444912,41.91999999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,1
VEOEF,892,Veolia,22200000000.0,🇫🇷 France,682027649.7695854,1.0399999999999956,0.0330053951126625,-1.34,0,0,0,0,0,0,1,0,0,0,0,1,0,0
206G.F,893,Huatai Securities,22190000000.0,🇨🇳 China,907195421.0956664,0.8000000000000007,0.04,-0.3999999999999986,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTLT,894,Catalent,22180000000.0,🇺🇸 USA,171155181.7269851,25.3,0.2466848673946957,3.2900000000000063,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EDP.F,895,EDP Group,22180000000.0,🇵🇹 Portugal,4040072859.744991,0.0119999999999995,0.0025369978858349,-0.3049999999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1010.SR,896,Riyad Bank,22110000000.0,🇸🇦 S. Arabia,3000000000.0,4.02,0.1683417085427134,0.1999999999999993,0,0,0,0,0,0,0,0,0,0,0,0,1,0
600999.SS,897,China Merchants Securities,22100000000.0,🇨🇳 China,8154981549.815498,-2.02,-0.103642893791688,-1.509999999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WMG,898,Warner Music Group,22090000000.0,🇺🇸 USA,514199255.1210429,7.030000000000001,0.201432664756447,0.1499999999999985,1,0,0,0,0,0,0,0,0,0,0,0,1,0
AEE,899,Ameren,22090000000.0,🇺🇸 USA,257579291.0447761,1.240000000000009,0.0146468225844555,-4.159999999999997,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HNR1.DE,900,Hannover Rück,22080000000.0,🇩🇪 Germany,120550338.5018563,17.5,0.1217814892136395,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ZAL.DE,901,Zalando,22050000000.0,🇩🇪 Germany,251081758.1416534,-10.260000000000003,-0.1150998429436841,14.53,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TEL.OL,902,Telenor,21950000000.0,🇳🇴 Norway,1398980242.1924794,-9.400000000000006,-0.0623962827746432,0.6999999999999886,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1113.HK,903,CK Asset Holdings,21910000000.0,🇭🇰 Hong Kong,3639534883.7209306,-1.6000000000000014,-0.03248730964467,3.700000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TRU,904,TransUnion,21880000000.0,🇺🇸 USA,191593695.2714536,4.609999999999999,0.0421813523652667,2.8100000000000023,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6971.T,905,Kyocera,21840000000.0,🇯🇵 Japan,363878707.0976341,375.0,0.0564164284639687,106.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TOST,906,Toast,21830000000.0,🇺🇸 USA,504739884.3930636,-21.01,-0.3361062230043192,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FRRVF,907,Ferrovial,21750000000.0,🇪🇸 Spain,743335611.7566644,0.2600000000000015,0.0089655172413793,0.1000000000000014,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CFG,908,Citizens Financial Group,21750000000.0,🇺🇸 USA,426136363.6363636,1.5200000000000031,0.0308191403081914,-4.030000000000001,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CERN,909,Cerner,21750000000.0,🇺🇸 USA,295958633.82773167,-3.069999999999993,-0.0398701298701298,-0.0900000000000034,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DTE,910,DTE Energy,21730000000.0,🇺🇸 USA,193706543.05580315,-8.745999999999995,-0.0722833812688021,-7.140000000000001,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CABK.MC,911,CaixaBank,21730000000.0,🇪🇸 Spain,8048148148.148148,-0.3799999999999999,-0.1363962670495333,-0.2120000000000002,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8750.T,912,Dai-ichi Life Holdings,21640000000.0,🇯🇵 Japan,1069698467.6223432,118.5,0.0530557421087978,-217.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TRMB,913,Trimble,21640000000.0,🇺🇸 USA,250956743.5927172,7.890000000000001,0.1012317167051577,4.039999999999992,0,0,0,0,0,0,0,0,1,0,0,0,1,0
VIAC,914,ViacomCBS,21630000000.0,🇺🇸 USA,650722021.6606498,-8.589999999999996,-0.2067886374578718,2.780000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ALL.AX,915,Aristocrat,21600000000.0,🇦🇺 Australia,669352339.6343353,5.199999999999996,0.1277641277641277,1.1400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASM.AS,916,ASM International,21580000000.0,🇳🇱 Netherlands,48328219.82845498,151.79999999999998,0.6198448346263781,19.80000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K,917,Kellogg's,21550000000.0,🇺🇸 USA,340981012.65822786,-2.719999999999992,-0.0411497730711042,-1.1599999999999966,0,0,1,0,0,0,0,0,0,0,0,1,0,0
000063.SZ,918,ZTE,21530000000.0,🇨🇳 China,4411885245.901639,3.299999999999997,0.112130479102956,1.2500000000000036,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PPL,919,PPL,21510000000.0,🇺🇸 USA,750523377.5296581,-0.7199999999999989,-0.0244482173174872,-1.1400000000000006,0,0,0,0,0,0,0,0,0,1,0,1,0,0
EXPD,920,Expeditors,21500000000.0,🇺🇸 USA,169384700.22847238,4.669999999999988,0.0376521809239698,0.9099999999999966,0,0,0,0,0,0,1,0,0,0,0,1,0,0
SVHH.F,921,Svenska Handelsbanken,21480000000.0,🇸🇪 Sweden,1974264705.8823528,0.2599999999999998,0.0271682340647858,0.2559999999999984,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EYX.F,922,Exor,21460000000.0,🇳🇱 Netherlands,232982303.76723483,13.340000000000003,0.1938390002906131,-2.480000000000004,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ETR,923,Entergy,21380000000.0,🇺🇸 USA,200939849.6240601,-0.5,-0.0046816479400748,-5.560000000000002,0,0,0,0,0,0,0,0,0,1,0,1,0,0
UCB.VI,924,UCB,21350000000.0,🇧🇪 Belgium,188787691.2193828,19.02000000000001,0.2435339308578745,11.299999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BT-A.L,925,BT Group,21290000000.0,🇬🇧 UK,99170858.95286009,-18.30000000000001,-0.1028089887640449,19.15000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7201.T,926,Nissan,21280000000.0,🇯🇵 Japan,3911764705.882353,108.90000000000008,0.2043918918918921,3.2999999999999545,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FOX,927,Fox Corporation,21270000000.0,🇺🇸 USA,592809364.5484949,0.0399999999999991,0.0011016248967226,-1.0799999999999983,1,0,0,0,0,0,0,0,0,0,0,1,0,0
JSWSTEEL.NS,928,JSW Steel,21250000000.0,🇮🇳 India,2417519908.987486,6.25,0.0091716193411108,-13.950000000000044,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FE,929,FirstEnergy,21180000000.0,🇺🇸 USA,544333076.3299923,1.019999999999996,0.0268987341772151,-0.6999999999999957,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CFLT,930,Confluent,21100000000.0,🇺🇸 USA,264444165.93558088,30.6,0.6796979120390938,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RJF,931,Raymond James,21090000000.0,🇺🇸 USA,205756097.5609756,11.022999999999996,0.122905214802591,-1.7930000000000064,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4507.T,932,Shionogi,21080000000.0,🇯🇵 Japan,301401201.0294538,2315.0,0.4022589052997394,269.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TYL,933,Tyler Technologies,21080000000.0,🇺🇸 USA,40969428.41039395,113.89000000000004,0.2820246143179061,49.20999999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,1
JBHT,934,J. B. Hunt,21020000000.0,🇺🇸 USA,104979273.83508964,29.49000000000001,0.1723654217078731,-8.590000000000003,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WAT,935,Waters Corporation,20980000000.0,🇺🇸 USA,61011428.73760433,25.44,0.080201765447667,23.360000000000014,0,0,0,0,0,1,0,0,0,0,0,0,1,0
BKR,936,Baker Hughes,20980000000.0,🇺🇸 USA,869817578.7728026,-1.389999999999997,-0.0552683896620277,-1.5299999999999976,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CQP,937,Cheniere Energy,20970000000.0,🇺🇸 USA,483848638.67097366,0.730000000000004,0.0180024660912454,3.030000000000001,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FTS,938,Fortis,20950000000.0,🇨🇦 Canada,472805235.8384112,-1.3200000000000005,-0.0287331301697867,-1.4200000000000017,0,0,0,0,0,0,0,0,0,1,0,1,0,0
GIB,939,CGI,20910000000.0,🇨🇦 Canada,244876449.2329313,-5.040000000000006,-0.0556045895851722,1.1999999999999886,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NZYM.VI,940,Novozymes,20850000000.0,🇩🇰 Denmark,277039596.06696784,5.900000000000006,0.0955001618646811,3.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGLG.F,941,LG Electronics,20840000000.0,🇰🇷 S. Korea,793904761.9047619,-3.0,-0.1162790697674418,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HAL,942,Halliburton,20780000000.0,🇺🇸 USA,894918173.9879415,0.4599999999999973,0.020435362061306,0.6700000000000017,0,0,0,1,0,0,0,0,0,0,0,1,0,0
RNG,943,RingCentral,20780000000.0,🇺🇸 USA,93435251.79856116,-31.129999999999995,-0.1262112304885465,28.10999999999996,0,0,0,0,0,0,0,0,1,0,1,0,0,0
MTB,944,M&T Bank,20770000000.0,🇺🇸 USA,128630705.39419088,0.2699999999999818,0.0016709988860006,-15.379999999999995,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7269.T,945,Suzuki Motor,20750000000.0,🇯🇵 Japan,485380116.9590643,625.0,0.1362249346120314,-162.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
THLEF,946,Thales,20720000000.0,🇫🇷 France,212949640.2877698,-6.290000000000006,-0.06072014673231,2.200000000000003,0,0,0,0,0,0,1,0,0,0,1,0,0,0
FANG,947,Diamondback Energy,20690000000.0,🇺🇸 USA,181173380.03502625,32.89,0.4254851228978007,13.820000000000007,0,0,0,1,0,0,0,0,0,0,0,0,0,1
259960.KS,948,Krafton,20650000000.0,🇰🇷 S. Korea,48931330.26870765,54000.0,0.118942731277533,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLX,949,Clorox,20640000000.0,🇺🇸 USA,122805973.70143393,-9.97999999999999,-0.0558103120456324,3.180000000000007,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0012.HK,950,Henderson Land Development,20640000000.0,🇭🇰 Hong Kong,4845070422.535212,-1.8999999999999984,-0.053146853146853,-0.6000000000000014,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SBNY,951,Signature Bank ,20590000000.0,🇺🇸 USA,60624797.57383034,96.61,0.40333152423496,-4.099999999999994,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ENTG,952,Entegris,20530000000.0,🇺🇸 USA,135466842.62619597,36.91,0.3261176886375685,8.519999999999996,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2007.HK,953,Country Garden,20520000000.0,🇨🇳 China,22549450549.45055,-2.63,-0.2672764227642276,-1.200000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PODD,954,Insulet,20520000000.0,🇺🇸 USA,68960881.83895685,34.03000000000003,0.1325310589243293,4.839999999999975,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AKZA.AS,955,AkzoNobel,20510000000.0,🇳🇱 Netherlands,185594063.8856212,-3.75,-0.0358166189111748,-1.0999999999999943,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VTR,956,Ventas,20480000000.0,🇺🇸 USA,398986947.204364,-4.130000000000003,-0.0748595251042233,1.6499999999999986,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FSRA.F,957,FirstRand,20430000000.0,🇿🇦 South Africa,5690807799.442897,0.1799999999999997,0.0584415584415582,-0.4199999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TDY,958,Teledyne,20420000000.0,🇺🇸 USA,46650827.01270218,25.21999999999997,0.0614118391896167,-0.6400000000000432,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CG,959,Carlyle Group,20380000000.0,🇺🇸 USA,356293706.2937063,13.730000000000004,0.3210944808231994,2.8399999999999963,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SSNC,960,SS&C Technologies,20310000000.0,🇺🇸 USA,254192740.92615768,5.019999999999996,0.0673825503355705,-1.8100000000000025,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MONC.MI,961,Moncler,20260000000.0,🇮🇹 Italy,269522415.8573899,11.879999999999995,0.2188651436993367,-1.0599999999999952,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AGR,962,Avangrid,20210000000.0,🇺🇸 USA,387090595.67132735,-0.9200000000000016,-0.0173814471944077,-1.25,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SPLK,963,Splunk,20200000000.0,🇺🇸 USA,161509554.64939636,5.210000000000008,0.0435291168852871,23.38000000000001,0,0,0,0,0,0,0,0,1,0,0,1,0,0
BR,964,Broadridge Financial Solutions,20180000000.0,🇺🇸 USA,116559810.54698782,13.610000000000014,0.0853559109438697,2.050000000000012,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ADANIPORTS.NS,965,Adani Ports & SEZ,20130000000.0,🇮🇳 India,2041582150.10142,1.900000000000091,0.002478638053617,-95.10000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AIVAF,966,Aviva,20130000000.0,🇬🇧 UK,3931640625.0,-0.6299999999999999,-0.1095652173913043,0.1600000000000001,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2338.HK,967,Weichai Power,20130000000.0,🇨🇳 China,11437500000.0,-2.9200000000000017,-0.1689814814814816,-0.7199999999999989,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MGM,968,MGM Resorts,20080000000.0,🇺🇸 USA,468830259.1641373,0.769999999999996,0.0184475323430761,-0.2199999999999988,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CZR,969,Caesars Entertainment,20080000000.0,🇺🇸 USA,213753459.655099,-11.14,-0.1060144651693947,-3.700000000000003,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NTAP,970,NetApp,20070000000.0,🇺🇸 USA,223546446.87012696,7.77000000000001,0.0983668818837828,4.449999999999989,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ITBA.F,971,Imperial Brands,20060000000.0,🇬🇧 UK,946226415.0943396,-0.1999999999999993,-0.0104166666666666,-1.1999999999999993,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AMC,972,AMC Entertainment,19960000000.0,🇺🇸 USA,513242478.7863204,25.48,1.8625730994152043,30.56,1,0,0,0,0,0,0,0,0,0,0,0,0,1
RCL,973,Royal Caribbean,19960000000.0,🇺🇸 USA,254786826.6530508,-7.030000000000001,-0.081867939909165,-7.989999999999995,0,1,0,0,0,0,0,0,0,0,1,0,0,0
WLMIF,974,Wilmar,19850000000.0,🇸🇬 Singapore,6508196721.311476,-0.6799999999999997,-0.1780104712041884,-0.2099999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SYIEF,975,Symrise,19840000000.0,🇩🇪 Germany,140014114.32604095,8.659999999999997,0.0647234678624812,8.370000000000005,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8267.T,976,Æon,19780000000.0,🇯🇵 Japan,845299145.2991453,-245.5,-0.0830795262267343,54.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBWI,977,Bath & Body Works,19770000000.0,🇺🇸 USA,264269482.68948,22.005000000000003,0.4111163007940215,1.7710000000000008,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TECHM.NS,978,Tech Mahindra,19760000000.0,🇮🇳 India,971007371.007371,559.25,0.5685168242350309,54.65000000000009,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UPM.HE,979,UPM-Kymmene,19740000000.0,🇫🇮 Finland,533225283.63047,0.3799999999999954,0.0118675827607743,0.7399999999999984,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENR.F,980,Siemens Energy,19670000000.0,🇩🇪 Germany,717359591.5390226,-2.0700000000000003,-0.0800154619250096,-0.3399999999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASAN,981,Asana,19640000000.0,🇺🇸 USA,183895131.0861424,65.78999999999999,1.8464776873421276,25.25,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PFG,982,Principal,19590000000.0,🇺🇸 USA,264980386.852428,7.780000000000001,0.1183090024330899,-2.200000000000003,0,0,0,0,1,0,0,0,0,0,0,0,1,0
HPE,983,Hewlett Packard Enterprise,19430000000.0,🇺🇸 USA,1307537012.1130552,-1.549999999999999,-0.0947432762836185,-1.3800000000000008,0,0,0,0,0,0,0,0,1,0,1,0,0,0
GPC,984,Genuine Parts Company,19420000000.0,🇺🇸 USA,142417131.12349662,6.460000000000008,0.0491628614916286,-4.650000000000006,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DPZ,985,Domino's Pizza,19410000000.0,🇺🇸 USA,36349676.01782838,111.01,0.2637443573295319,39.620000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FITBI,986,Fifth Third Bank,19380000000.0,🇺🇸 USA,699386503.0674846,-0.6500000000000021,-0.0228712174524983,0.4699999999999988,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SNGS.ME,987,Surgutneftegas,19380000000.0,🇷🇺 Russia,35888888888.888885,3.695,0.1036320291684196,0.4050000000000011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BURL,988,Burlington Stores,19350000000.0,🇺🇸 USA,66703436.86442139,-35.06,-0.1093540438539034,-1.3799999999999957,0,1,0,0,0,0,0,0,0,0,1,0,0,0
J,989,Jacobs Engineering,19340000000.0,🇺🇸 USA,130279555.40586056,4.349999999999994,0.0311493018259934,-8.660000000000025,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CINF,990,Cincinnati Financial,19300000000.0,🇺🇸 USA,161074945.7519613,0.0099999999999909,8.269246671610553e-05,-5.089999999999989,0,0,0,0,1,0,0,0,0,0,0,1,0,0
XM,991,Qualtrics,19280000000.0,🇺🇸 USA,568563845.4733118,-0.1099999999999994,-0.0032786885245901,3.8100000000000014,0,0,0,0,0,0,0,0,1,0,0,1,0,0
COO,992,Cooper Companies,19270000000.0,🇺🇸 USA,49304063.04370075,3.9399999999999977,0.0099873257287705,2.819999999999993,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DRI,993,Darden Restaurants,19250000000.0,🇺🇸 USA,129734465.56139642,7.039999999999992,0.0498019241652518,2.7600000000000198,0,1,0,0,0,0,0,0,0,0,0,1,0,0
WPM,994,Wheaton Precious Metals,19230000000.0,🇨🇦 Canada,450456781.4476458,-5.039999999999999,-0.1063964534515515,-3.950000000000003,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4578.T,995,Otsuka Holdings,19150000000.0,🇯🇵 Japan,542032267.1950184,-330.0,-0.0738255033557047,132.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UI,996,Ubiquiti,19100000000.0,🇺🇸 USA,62426460.975290895,0.8799999999999955,0.0030135954248142,10.670000000000016,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1925.T,997,Daiwa House,19070000000.0,🇯🇵 Japan,653978052.1262003,210.0,0.0661209068010075,66.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRL,998,Charles River Laboratories,19050000000.0,🇺🇸 USA,50462239.410876535,38.81,0.1171905667783916,31.930000000000007,0,0,0,0,0,1,0,0,0,0,0,0,1,0
POWERGRID.NS,999,Powergrid Corporation of India,18990000000.0,🇮🇳 India,6981617647.058823,31.099999999999994,0.1795093795093794,4.799999999999983,0,0,0,0,0,0,0,0,0,0,0,0,1,0
