Rank,Name,Market Cap,Price,Country,Ticker,Shares
847,CarMax,23720000000.0,146.32,🇺🇸 USA,KMX,162110442.86495355
848,Canon,23710000000.0,22.68,🇯🇵 Japan,CAJ,1045414462.0811287
849,Beiersdorf,23570000000.0,103.94,🇩🇪 Germany,BEI.DE,226765441.60092363
850,EnBW Energie,23560000000.0,87.01,🇩🇪 Germany,EBK.DE,270773474.31329733
851,Church & Dwight,23530000000.0,94.13,🇺🇸 USA,CHD,249973440.98587063
852,Carnival,23490000000.0,20.15,🇺🇸 USA,CCL,1165756823.82134
853,Ryanair,23470000000.0,104.0,🇮🇪 Ireland,RYAAY,225673076.92307693
854,Hormel Foods,23460000000.0,43.25,🇺🇸 USA,HRL,542427745.6647398
855,Regions Financial,23440000000.0,24.59,🇺🇸 USA,RF,953233021.553477
856,East Japan Railway,23410000000.0,62.08,🇯🇵 Japan,9020.T,377094072.16494846
857,Endesa,23340000000.0,22.06,🇪🇸 Spain,ELE.MC,1058023572.076156
858,Sonova,23300000000.0,374.0,🇨🇭 Switzerland,SOON.SW,62299465.24064171
859,Carlsberg,23280000000.0,169.75,🇩🇰 Denmark,CBGA.F,137142857.14285713
860,Sun Communities,23120000000.0,196.34,🇺🇸 USA,SUI,117754914.94346541
861,Bank Mandiri,23110000000.0,0.48,🇮🇩 Indonesia,PPERF,48145833333.333336
862,Robinhood,23100000000.0,27.65,🇺🇸 USA,HOOD,835443037.9746836
863,Mengniu Dairy,23100000000.0,5.85,🇨🇳 China,2319.HK,3948717948.717949
864,Xylem,23090000000.0,126.57,🇺🇸 USA,XYL,182428695.5834716
865,Aena,23080000000.0,153.9,🇪🇸 Spain,AENA.MC,149967511.37102014
866,SGS,23060000000.0,3077.0,🇨🇭 Switzerland,SGSN.SW,7494312.6421839455
867,China Tower,23030000000.0,0.13,🇨🇳 China,0788.HK,177153846153.84616
868,Steris,22890000000.0,228.88,🇮🇪 Ireland,STE,100008738.20342538
869,Essex Property Trust,22870000000.0,351.4,🇺🇸 USA,ESS,65082527.034718275
870,Intact Financial,22850000000.0,129.81,🇨🇦 Canada,IFC.TO,176026500.26962483
871,McCormick & Company,22840000000.0,85.41,🇺🇸 USA,MKC,267415993.44339073
872,Teleperformance,22790000000.0,388.15,🇫🇷 France,TLPFF,58714414.53046503
873,Power Corporation of Canada,22760000000.0,33.7,🇨🇦 Canada,POW.TO,675370919.8813056
874,Evergreen Marine,22750000000.0,4.3,🇹🇼 Taiwan,2603.TW,5290697674.418605
875,Maybank,22730000000.0,3.83,🇲🇾 Malaysia,MLYBY,5934725848.563969
876,Yum China,22690000000.0,53.0,🇨🇳 China,YUMC,428113207.5471698
877,PerkinElmer,22660000000.0,179.62,🇺🇸 USA,PKI,126155216.56831087
878,Seagate Technology,22610000000.0,101.58,🇮🇪 Ireland,STX,222583185.66646978
879,Afterpay,22570000000.0,77.46,🇦🇺 Australia,APT.AX,291376194.1647302
880,Kyocera,22520000000.0,61.9,🇯🇵 Japan,6971.T,363812600.96930534
881,Duke Realty,22510000000.0,59.13,🇺🇸 USA,DRE,380686622.6957551
882,POOLCORP,22510000000.0,561.57,🇺🇸 USA,POOL,40084050.073899955
883,Tradeweb,22490000000.0,96.71,🇺🇸 USA,TW,232550925.44721332
884,SSE,22430000000.0,21.06,🇬🇧 UK,SCT.F,1065052231.7188984
885,Suzuki Motor,22420000000.0,46.18,🇯🇵 Japan,7269.T,485491554.78562146
886,ZTE,22390000000.0,5.08,🇨🇳 China,000063.SZ,4407480314.960629
887,Alnylam Pharmaceuticals,22380000000.0,187.15,🇺🇸 USA,ALNY,119583222.01442693
888,KeyCorp,22310000000.0,23.97,🇺🇸 USA,KEY,930746766.7918231
889,Svenska Handelsbanken,22310000000.0,11.05,🇸🇪 Sweden,SVHH.F,2019004524.8868778
890,Riyad Bank,22310000000.0,7.44,🇸🇦 S. Arabia,1010.SR,2998655913.9784946
891,ICON plc,22300000000.0,273.97,🇮🇪 Ireland,ICLR,81395773.25984596
892,Veolia,22260000000.0,32.55,🇫🇷 France,VEOEF,683870967.7419355
893,Zalando,22260000000.0,88.68,🇩🇪 Germany,ZAL.DE,251014884.9797023
894,Bio-Rad Laboratories,22230000000.0,741.16,🇺🇸 USA,BIO,29993523.66560527
895,Dai-ichi Life Holdings,22230000000.0,20.78,🇯🇵 Japan,8750.T,1069778633.3012512
896,ULTA Beauty,22220000000.0,408.93,🇺🇸 USA,ULTA,54336928.08060059
897,JSW Steel,22200000000.0,9.18,🇮🇳 India,JSWSTEEL.NS,2418300653.5947714
898,CK Asset Holdings,22180000000.0,6.09,🇭🇰 Hong Kong,1113.HK,3642036124.7947454
899,China Merchants Securities,22140000000.0,2.72,🇨🇳 China,600999.SS,8139705882.352941
900,Ameren,22120000000.0,85.9,🇺🇸 USA,AEE,257508731.08265424
901,Aristocrat,22060000000.0,32.95,🇦🇺 Australia,ALL.AX,669499241.2746586
902,Telenor,22050000000.0,15.76,🇳🇴 Norway,TEL.OL,1399111675.1269035
903,Trimble,21970000000.0,85.83,🇺🇸 USA,TRMB,255971105.67400676
904,BTG Pactual,21950000000.0,2.31,🇧🇷 Brazil,BPAC3.SA,9502164502.164501
905,Catalent,21880000000.0,127.86,🇺🇸 USA,CTLT,171124667.60519317
906,Hannover Rück,21850000000.0,181.22,🇩🇪 Germany,HNR1.DE,120571680.82993047
907,Chow Tai Fook,21830000000.0,2.18,🇭🇰 Hong Kong,1929.HK,10013761467.889908
908,Nissan,21820000000.0,5.58,🇯🇵 Japan,7201.T,3910394265.232975
909,TransUnion,21820000000.0,113.9,🇺🇸 USA,TRU,191571553.9947322
910,Expeditors,21800000000.0,128.7,🇺🇸 USA,EXPD,169386169.3861694
911,CaixaBank,21780000000.0,2.7,🇪🇸 Spain,CABK.MC,8066666666.666666
912,Cerner,21750000000.0,73.93,🇺🇸 USA,CERN,294197213.5804139
913,DTE Energy,21740000000.0,112.25,🇺🇸 USA,DTE,193674832.9621381
914,Citizens Financial Group,21660000000.0,50.84,🇺🇸 USA,CFG,426042486.2313139
915,Ferrovial,21660000000.0,29.26,🇪🇸 Spain,FRRVF,740259740.2597402
916,Kellogg's,21620000000.0,63.38,🇺🇸 USA,K,341117071.63142943
917,Warner Music Group,21560000000.0,41.93,🇺🇸 USA,WMG,514190317.19532555
918,PPL,21560000000.0,28.73,🇺🇸 USA,PPL,750435085.2767142
919,Fox Corporation,21560000000.0,36.35,🇺🇸 USA,FOX,593122420.9078404
920,ASM International,21550000000.0,445.97,🇳🇱 Netherlands,ASM.AS,48321635.98448326
921,ViacomCBS,21440000000.0,32.95,🇺🇸 USA,VIAC,650682852.8072838
922,Shionogi,21380000000.0,70.94,🇯🇵 Japan,4507.T,301381449.1119256
923,Exor,21380000000.0,92.36,🇳🇱 Netherlands,EYX.F,231485491.5547856
924,Entergy,21360000000.0,106.3,🇺🇸 USA,ETR,200940733.77234244
925,EDP Group,21280000000.0,5.33,🇵🇹 Portugal,EDP.F,3992495309.56848
926,Huatai Securities,21220000000.0,23.38,🇨🇳 China,206G.F,907613344.7390933
927,Tyler Technologies,21210000000.0,517.72,🇺🇸 USA,TYL,40968090.85992428
928,FirstEnergy,21190000000.0,38.94,🇺🇸 USA,FE,544170518.7467899
929,BT Group,21190000000.0,213.67,🇬🇧 UK,BT-A.L,99171619.78752282
930,Country Garden,21170000000.0,0.94,🇨🇳 China,2007.HK,22521276595.744682
931,Fortis,21170000000.0,44.62,🇨🇦 Canada,FTS,474450918.8704617
932,Weichai Power,21120000000.0,1.85,🇨🇳 China,2338.HK,11416216216.216215
933,Novozymes,21070000000.0,76.09,🇩🇰 Denmark,NZYM.VI,276908923.64305425
934,J. B. Hunt,21060000000.0,200.58,🇺🇸 USA,JBHT,104995513.01226443
935,AkzoNobel,21060000000.0,113.49,🇳🇱 Netherlands,AKZA.AS,185567010.30927837
936,CGI,21060000000.0,85.6,🇨🇦 Canada,GIB,246028037.38317758
937,Henderson Land Development,21050000000.0,4.35,🇭🇰 Hong Kong,0012.HK,4839080459.770115
938,Toast,20940000000.0,41.5,🇺🇸 USA,TOST,504578313.25301206
939,Waters Corporation,20910000000.0,342.64,🇺🇸 USA,WAT,61026149.89493346
940,M&T Bank,20820000000.0,161.85,🇺🇸 USA,MTB,128637627.43280816
941,Krafton,20750000000.0,423.94,🇰🇷 S. Korea,259960.KS,48945605.51021371
942,Clorox,20740000000.0,168.84,🇺🇸 USA,CLX,122838190.0023691
943,Raymond James,20720000000.0,100.71,🇺🇸 USA,RJF,205739251.31565884
944,Thales,20720000000.0,97.3,🇫🇷 France,THLEF,212949640.2877698
945,Baker Hughes,20670000000.0,23.76,🇺🇸 USA,BKR,869949494.9494948
946,UCB,20610000000.0,109.18,🇧🇪 Belgium,UCB.VI,188770837.1496611
947,Teledyne,20580000000.0,435.89,🇺🇸 USA,TDY,47213746.58744179
948,Halliburton,20560000000.0,22.97,🇺🇸 USA,HAL,895080539.8345668
949,FirstRand,20550000000.0,3.66,🇿🇦 South Africa,FSRA.F,5614754098.360656
950,Signature Bank,20380000000.0,336.14,🇺🇸 USA,SBNY,60629499.61325639
951,Ventas,20370000000.0,51.04,🇺🇸 USA,VTR,399098746.0815047
952,Tech Mahindra,20340000000.0,20.97,🇮🇳 India,TECHM.NS,969957081.5450644
953,Entegris,20330000000.0,150.09,🇺🇸 USA,ENTG,135452062.09607568
954,Aviva,20250000000.0,5.12,🇬🇧 UK,AIVAF,3955078125.0
955,SS&C Technologies,20210000000.0,79.52,🇺🇸 USA,SSNC,254149899.39637828
956,Imperial Brands,20210000000.0,21.36,🇬🇧 UK,ITBA.F,946161048.6891387
957,Æon,20190000000.0,23.88,🇯🇵 Japan,8267.T,845477386.9346734
958,Splunk,20170000000.0,124.9,🇺🇸 USA,SPLK,161489191.35308245
959,Broadridge Financial Solutions,20170000000.0,173.06,🇺🇸 USA,BR,116549173.69698371
960,Nitori Holdings,20140000000.0,178.51,🇯🇵 Japan,9843.T,112822811.04700017
961,Carlyle Group,20140000000.0,56.49,🇺🇸 USA,CG,356523278.4563639
962,RingCentral,20130000000.0,215.52,🇺🇸 USA,RNG,93402004.45434298
963,Avangrid,20130000000.0,52.01,🇺🇸 USA,AGR,387040953.66275716
964,AMC Entertainment,20100000000.0,39.16,🇺🇸 USA,AMC,513278855.9754852
965,Royal Caribbean,20080000000.0,78.84,🇺🇸 USA,RCL,254693049.21359715
966,Caesars Entertainment,20080000000.0,93.94,🇺🇸 USA,CZR,213753459.655099
967,Insulet,20050000000.0,290.8,🇺🇸 USA,PODD,68947730.39889959
968,Moncler,20050000000.0,74.38,🇮🇹 Italy,MONC.MI,269561710.13713366
969,Adani Ports & SEZ,20000000000.0,9.8,🇮🇳 India,ADANIPORTS.NS,2040816326.530612
970,Confluent,19990000000.0,75.62,🇺🇸 USA,CFLT,264348056.0698228
971,Cheniere Energy,19980000000.0,41.28,🇺🇸 USA,CQP,484011627.90697676
972,Bath & Body Works,19960000000.0,75.53,🇺🇸 USA,BBWI,264265854.6273004
973,Diamondback Energy,19960000000.0,110.19,🇺🇸 USA,FANG,181141664.39785826
974,MGM Resorts,19930000000.0,42.51,🇺🇸 USA,MGM,468830863.3262762
975,Symrise,19910000000.0,142.46,🇩🇪 Germany,SYIEF,139758528.70981327
976,LG Electronics,19890000000.0,25.63,🇰🇷 S. Korea,LGLG.F,776043698.7904799
977,Wilmar,19850000000.0,3.14,🇸🇬 Singapore,WLMIF,6321656050.955414
978,Cooper Companies,19640000000.0,398.44,🇺🇸 USA,COO,49292239.73496637
979,Genuine Parts Company,19630000000.0,137.86,🇺🇸 USA,GPC,142390831.2781082
980,Omron,19620000000.0,97.25,🇯🇵 Japan,6645.T,201748071.97943446
981,Otsuka Holdings,19610000000.0,36.17,🇯🇵 Japan,4578.T,542162012.7177218
982,Tata Steel,19590000000.0,16.02,🇮🇳 India,TATASTEEL.NS,1222846441.9475656
983,Daiwa House,19590000000.0,29.95,🇯🇵 Japan,1925.T,654090150.2504174
984,Principal,19490000000.0,73.54,🇺🇸 USA,PFG,265025836.2795757
985,Cincinnati Financial,19480000000.0,120.94,🇺🇸 USA,CINF,161071605.7549198
986,Fifth Third Bank,19420000000.0,27.77,🇺🇸 USA,FITBI,699315808.4263594
987,UPM-Kymmene,19420000000.0,36.42,🇫🇮 Finland,UPM.HE,533223503.5694673
988,Kakao Pay,19400000000.0,148.88,🇰🇷 S. Korea,377300.KS,130306286.94250403
989,NetApp,19400000000.0,86.76,🇺🇸 USA,NTAP,223605348.08667588
990,Hewlett Packard Enterprise,19370000000.0,14.81,🇺🇸 USA,HPE,1307900067.5219445
991,Domino's Pizza,19340000000.0,531.91,🇺🇸 USA,DPZ,36359534.507717475
992,Darden Restaurants,19260000000.0,148.4,🇺🇸 USA,DRI,129784366.5768194
993,China Railway Group,19210000000.0,0.49,🇨🇳 China,0390.HK,39204081632.65306
994,Siemens Energy,19190000000.0,26.76,🇩🇪 Germany,ENR.F,717115097.1599401
995,Wheaton Precious Metals,19130000000.0,42.33,🇨🇦 Canada,WPM,451925348.4526341
996,PUMA,19090000000.0,127.0,🇩🇪 Germany,PMMAF,150314960.62992126
997,Burlington Stores,19050000000.0,285.55,🇺🇸 USA,BURL,66713360.18210471
998,Take 2 Interactive,19030000000.0,165.13,🇺🇸 USA,TTWO,115242536.18361291
999,Sociedad Química y Minera,19020000000.0,66.59,🇨🇱 Chile,SQM,285628472.7436552
1000,Rede D'Or Sao Luiz,18990000000.0,9.63,🇧🇷 Brazil,RDOR3.SA,1971962616.8224297
1001,OMV,18920000000.0,57.42,🇦🇹 Austria,OMV.F,329501915.70881224
1002,Powergrid Corporation of India,18920000000.0,2.71,🇮🇳 India,POWERGRID.NS,6981549815.498155
1003,HDFC Life,18910000000.0,9.34,🇮🇳 India,HDFCLIFE.NS,2024625267.665953
1004,Western Digital,18860000000.0,60.53,🇺🇸 USA,WDC,311581034.19791836
1005,HEICO,18860000000.0,144.99,🇺🇸 USA,HEI,130077936.40940754
1006,Surgutneftegas,18810000000.0,0.53,🇷🇺 Russia,SNGS.ME,35490566037.73585
1007,Banorte,18810000000.0,6.52,🇲🇽 Mexico,GFNORTEO.MX,2884969325.153374
1008,KB Financial Group,18810000000.0,48.28,🇰🇷 S. Korea,KB,389602319.8011599
1009,Nexon,18770000000.0,20.9,🇯🇵 Japan,3659.T,898086124.4019139
1010,Standard Chartered,18770000000.0,609.69,🇬🇧 UK,STAN.L,30786137.21727435
1011,Jacobs Engineering,18760000000.0,144.0,🇺🇸 USA,J,130277777.77777778
1012,Link REIT,18730000000.0,8.96,🇭🇰 Hong Kong,0823.HK,2090401785.7142856
1013,Chongqing Changan,18700000000.0,2.82,🇨🇳 China,000625.SZ,6631205673.758865
1014,International Paper,18700000000.0,48.31,🇺🇸 USA,IP,387083419.5818671
1015,Trip.com,18700000000.0,29.28,🇨🇳 China,TCOM,638661202.1857923
1016,Hologic,18690000000.0,74.35,🇺🇸 USA,HOLX,251378614.66039008
1017,NICE,18680000000.0,280.83,🇮🇱 Israel,NICE,66517109.99537087
1018,Severstal,18670000000.0,22.3,🇷🇺 Russia,CHMF.ME,837219730.941704
1019,Charles River Laboratories,18670000000.0,369.98,🇺🇸 USA,CRL,50462187.145251095
1020,Asana,18650000000.0,101.42,🇺🇸 USA,ASAN,183888779.3334648
1021,Hyundai Mobis,18640000000.0,204.82,🇰🇷 S. Korea,012330.KS,91006737.62327898
1022,Snam,18610000000.0,5.69,🇮🇹 Italy,SNMRF,3270650263.6203866
1023,Brown & Brown,18580000000.0,65.81,🇺🇸 USA,BRO,282327913.6909284
1024,Bio-Techne,18570000000.0,472.72,🇺🇸 USA,TECH,39283296.66610255
1025,Saudi Arabian Fertilizer Company,18570000000.0,44.57,🇸🇦 S. Arabia,2020.SR,416647969.48620147
1026,Hindustan Zinc ,18540000000.0,4.39,🇮🇳 India,HINDZINC.NS,4223234624.1457863
1027,Quest Diagnostics,18520000000.0,151.04,🇺🇸 USA,DGX,122616525.42372882
1028,NVR,18520000000.0,5320.0,🇺🇸 USA,NVR,3481203.007518797
1029,Restaurant Brands International,18490000000.0,58.52,🇨🇦 Canada,QSR,315960355.43403965
1030,Healthpeak Properties,18440000000.0,34.22,🇺🇸 USA,PEAK,538866160.1402689
1031,Boston Properties,18410000000.0,117.91,🇺🇸 USA,BXP,156136035.95963022
1032,Fresenius Medical Care,18400000000.0,31.41,🇩🇪 Germany,FMS,585800700.413881
1033,Sumitomo,18390000000.0,14.72,🇯🇵 Japan,8053.T,1249320652.173913
1034,SolarEdge,18380000000.0,350.02,🇮🇱 Israel,SEDG,52511285.06942461
1035,Fleetcor,18360000000.0,226.18,🇺🇸 USA,FLT,81174285.96692899
1036,Avery Dennison,18330000000.0,221.45,🇺🇸 USA,AVY,82772634.9062994
1037,Ocado,18310000000.0,48.43,🇬🇧 UK,OCDDY,378071443.32025605
1038,Ubiquiti,18280000000.0,292.89,🇺🇸 USA,UI,62412509.815971866
1039,Celanese,18230000000.0,167.49,🇺🇸 USA,CE,108842318.94441459
1040,Grupo Elektra,18220000000.0,74.2,🇲🇽 Mexico,XEKT.MC,245552560.64690027
1041,Qualtrics,18200000000.0,35.48,🇺🇸 USA,XM,512965050.7328073
1042,Eisai,18170000000.0,63.4,🇯🇵 Japan,4523.T,286593059.93690854
1043,Akamai,18160000000.0,111.8,🇺🇸 USA,AKAM,162432915.921288
1044,China Steel,18150000000.0,1.87,🇹🇼 Taiwan,2002A.TW,9705882352.941175
1045,Dynatrace,18120000000.0,63.58,🇺🇸 USA,DT,284995281.53507394
1046,POSCO,18110000000.0,59.9,🇰🇷 S. Korea,PKX,302337228.7145242
1047,Power Financial,18100000000.0,19.7,🇨🇦 Canada,PWF-PS.TO,918781725.8883249
1048,Continental Resources,18090000000.0,49.5,🇺🇸 USA,CLR,365454545.45454544
1049,James Hardie Industries,18050000000.0,40.56,🇮🇪 Ireland,JHX,445019723.8658777
1050,Amcor,18040000000.0,11.77,🇨🇭 Switzerland,AMCR,1532710280.3738317
1051,Olaplex,18010000000.0,25.9,🇺🇸 USA,OLPX,695366795.3667954
1052,Ginkgo Bioworks,17980000000.0,12.1,🇺🇸 USA,DNA,1485950413.2231405
1053,Royalty Pharma,17970000000.0,41.85,🇬🇧 UK,RPRX,429390681.0035842
1054,IDEX,17970000000.0,236.37,🇺🇸 USA,IEX,76024876.25333165
1055,Repsol,17950000000.0,12.05,🇪🇸 Spain,REPYF,1489626556.0165975
1056,Wabtec,17940000000.0,96.05,🇺🇸 USA,WAB,186777719.93753254
1057,Molina Healthcare,17890000000.0,306.5,🇺🇸 USA,MOH,58368678.62969005
1058,Bandai Namco,17780000000.0,80.96,🇯🇵 Japan,7832.T,219614624.50592887
1059,VICI Properties,17770000000.0,28.26,🇺🇸 USA,VICI,628803963.1988677
1060,CMS Energy,17760000000.0,61.31,🇺🇸 USA,CMS,289675419.9967379
1061,Astra International,17730000000.0,0.44,🇮🇩 Indonesia,ASII.JK,40295454545.454544
1062,Toshiba,17690000000.0,40.92,🇯🇵 Japan,6502.T,432306940.3714565
1063,HelloFresh,17670000000.0,101.74,🇩🇪 Germany,HFG.DE,173678002.75211325
1064,Nuance Communications,17670000000.0,55.32,🇺🇸 USA,NUAN,319414316.70281994
1065,Novolipetsk Steel,17670000000.0,2.95,🇷🇺 Russia,NLMK.ME,5989830508.474576
1066,Rollins,17660000000.0,35.9,🇺🇸 USA,ROL,491922005.5710307
1067,Markel,17590000000.0,1288.0,🇺🇸 USA,MKL,13656832.298136646
1068,Carl Zeiss Meditec,17590000000.0,196.74,🇩🇪 Germany,AFXA.F,89407339.6360679
1069,UDR Apartments,17530000000.0,56.71,🇺🇸 USA,UDR,309116557.92629164
1070,Dish Network,17510000000.0,33.13,🇺🇸 USA,DISH,528523996.3779052
1071,Erste Group Bank,17510000000.0,43.18,🇦🇹 Austria,EBO.F,405511811.02362204
1072,Deutsche Wohnen,17510000000.0,47.82,🇩🇪 Germany,DWNI.DE,366164784.60895026
1073,Coles Group,17500000000.0,13.12,🇦🇺 Australia,COL.AX,1333841463.4146342
1074,FactSet,17500000000.0,465.01,🇺🇸 USA,FDS,37633599.27743489
1075,Liberty Media,17490000000.0,52.5,🇺🇸 USA,LSXMB,333142857.14285713
1076,WPP,17450000000.0,73.9,🇬🇧 UK,WPP,236129905.27740186
1077,Prada,17450000000.0,6.82,🇮🇹 Italy,PRDSF,2558651026.392962
1078,monday.com,17410000000.0,398.4,🇮🇱 Israel,MNDY,43699799.19678715
1079,Franklin Resources,17400000000.0,34.69,🇺🇸 USA,BEN,501585471.3173826
1080,NTPC Limited,17400000000.0,1.79,🇮🇳 India,NTPC.NS,9720670391.061453
1081,LKQ Corporation,17370000000.0,59.62,🇺🇸 USA,LKQ,291345186.17913455
1082,Avis Budget Group,17360000000.0,307.71,🇺🇸 USA,CAR,56416756.0365279
1083,Brookfield Property Partners,17340000000.0,18.59,🇧🇲 Bermuda,BPY,932759548.1441635
1084,Ally,17330000000.0,50.05,🇺🇸 USA,ALLY,346253746.2537463
1085,Pembina Pipeline,17260000000.0,31.27,🇨🇦 Canada,PBA,551966741.2855773
1086,Amundi,17250000000.0,85.44,🇫🇷 France,AMUN.PA,201896067.41573036
1087,Quanta Services,17210000000.0,120.83,🇺🇸 USA,PWR,142431515.35214764
1088,Poste Italiane,17190000000.0,13.22,🇮🇹 Italy,PST.MI,1300302571.860817
1089,CTBC Financial Holding,17190000000.0,0.88,🇹🇼 Taiwan,2891.TW,19534090909.090908
1090,Lufax,17180000000.0,6.7,🇨🇳 China,LU,2564179104.477612
1091,Alfa Laval,17140000000.0,41.21,🇸🇪 Sweden,ALFA.ST,415918466.3916525
1092,Camden Property Trust,17120000000.000002,167.58,🇺🇸 USA,CPT,102160162.31053825
1093,Advantest,17120000000.000002,88.32,🇯🇵 Japan,6857.T,193840579.71014497
1094,CP All,17110000000.0,1.91,🇹🇭 Thailand,CPALL.BK,8958115183.246073
1095,Toyota Tsusho,17100000000.000002,48.6,🇯🇵 Japan,8015.T,351851851.8518519
1096,Coterra Energy,17079999999.999998,21.0,🇺🇸 USA,CTRA,813333333.3333333
1097,MS&AD Insurance,17040000000.0,30.76,🇯🇵 Japan,8725.T,553966189.8569571
1098,Divis Laboratories,16989999999.999998,64.0,🇮🇳 India,DIVISLAB.NS,265468749.99999997
1099,ČEZ Group,16930000000.0,31.64,Czech Republic,CEZ.F,535082174.46270543
1100,Publicis Groupe,16920000000.000002,67.7,🇫🇷 France,PUB.PA,249926144.7562777
1101,Brookfield Infrastructure Partners,16890000000.0,56.95,🇧🇲 Bermuda,BIP,296575943.81035995
1102,Arch Capital,16879999999.999998,43.74,🇧🇲 Bermuda,ACGL,385916780.9785093
1103,The Saudi British Bank,16870000000.000002,8.21,🇸🇦 S. Arabia,1060.SR,2054811205.8465285
1104,Formosa Chemicals & Fibre,16860000000.0,2.88,🇹🇼 Taiwan,1326.TW,5854166666.666667
1105,Tsingtao,16829999999.999998,15.65,🇨🇳 China,600600.SS,1075399361.0223641
1106,Qorvo,16809999999.999998,152.59,🇺🇸 USA,QRVO,110164493.08604756
1107,Swiss Life,16809999999.999998,544.42,🇨🇭 Switzerland,SLHN.SW,30876896.513721023
1108,XP Inc.,16809999999.999998,30.07,🇧🇷 Brazil,XP,559028932.4908546
1109,Knorr-Bremse,16790000000.0,104.21,🇩🇪 Germany,KBX.DE,161116975.33825928
1110,Textron,16770000000.0,76.09,🇺🇸 USA,TXT,220396898.40977788
1111,CenterPoint Energy,16730000000.0,26.61,🇺🇸 USA,CNP,628711010.8981586
1112,Ceridian,16690000000.000002,110.33,🇺🇸 USA,CDAY,151273452.37016225
1113,MFHC,16680000000.0,1.23,🇹🇼 Taiwan,2886.TW,13560975609.756098
1114,Masco,16649999999.999998,68.22,🇺🇸 USA,MAS,244063324.53825855
1115,CNP Assurances,16640000000.0,24.26,🇫🇷 France,CNP.PA,685902720.5276175
1116,Ajinomoto,16629999999.999998,30.56,🇯🇵 Japan,2802.T,544175392.6701571
1117,George Weston,16620000000.000002,110.39,🇨🇦 Canada,WN.TO,150557115.6807682
1118,PPD,16610000000.0,47.29,🇺🇸 USA,PPD,351237048.0016917
1119,WSP Global,16590000000.0,141.16,🇨🇦 Canada,WSP.TO,117526211.39132899
1120,OBIC,16559999999.999998,186.83,🇯🇵 Japan,4684.T,88636728.57678102
1121,GBL,16550000000.0,110.8,🇧🇪 Belgium,GBLB.VI,149368231.04693142
1122,Teladoc Health,16520000000.0,103.23,🇺🇸 USA,TDOC,160030998.74067616
1123,BioMarin Pharmaceutical,16480000000.0,89.79,🇺🇸 USA,BMRN,183539369.64027172
1124,Air China,16469999999.999998,1.33,🇨🇳 China,601111.SS,12383458646.616539
1125,Campari,16469999999.999998,14.56,🇮🇹 Italy,CPR.MI,1131181318.6813185
1126,Albertsons,16469999999.999998,35.26,🇺🇸 USA,ACI,467101531.4804311
1127,10x Genomics,16450000000.0,147.27,🇺🇸 USA,TXG,111699599.37529707
1128,Telia Company,16440000000.000002,3.9,🇸🇪 Sweden,TLSNF,4215384615.384616
1129,SoFi,16440000000.000002,20.57,🇺🇸 USA,SOFI,799222168.2061255
1130,Nexi,16420000000.000002,15.8,🇮🇹 Italy,NEXI.MI,1039240506.329114
1131,Adevinta,16420000000.000002,16.01,🇳🇴 Norway,ADE.OL,1025608994.3785135
1132,AES,16399999999.999998,24.61,🇺🇸 USA,AES,666395774.0755789
1133,Marubeni,16360000000.0,9.42,🇯🇵 Japan,8002.T,1736730360.9341826
1134,GameStop,16360000000.0,213.9,🇺🇸 USA,GME,76484338.47592333
1135,ASE Group,16309999999.999998,7.56,🇹🇼 Taiwan,ASX,2157407407.4074073
1136,Siemens Gamesa,16270000000.0,23.93,🇪🇸 Spain,GCTAF,679899707.4801505
1137,Yonyou,16250000000.0,4.97,🇨🇳 China,600588.SS,3269617706.237425
1138,Larsen & Toubro Infotech,16239999999.999998,93.09,🇮🇳 India,LTI.BO,174454828.66043612
1139,Rakuten,16239999999.999998,10.77,🇯🇵 Japan,4755.T,1507892293.4076135
1140,Athene Holding,16210000000.0,84.4,🇧🇲 Bermuda,ATH,192061611.37440756
1141,Shinhan Financial Group,16210000000.0,31.39,🇰🇷 S. Korea,SHG,516406498.8849952
1142,Wharf REIC,16200000000.0,5.34,🇭🇰 Hong Kong,1997.HK,3033707865.1685395
1143,Bolloré,16200000000.0,5.53,🇫🇷 France,BOP.F,2929475587.703436
1144,Samsung Heavy Industries,16180000000.0,203.14,🇰🇷 S. Korea,010145.KS,79649502.80594665
1145,Upstart,16170000000.000002,197.36,🇺🇸 USA,UPST,81931495.7438184
1146,NN Group,16079999999.999998,52.33,🇳🇱 Netherlands,NN.AS,307280718.51710296
1147,Pidilite,15990000000.0,31.48,🇮🇳 India,PIDILITIND.NS,507941550.1905972
1148,Woodside Petroleum,15990000000.0,16.49,🇦🇺 Australia,WPL.AX,969678593.0867193
1149,Indian Oil,15950000000.0,1.69,🇮🇳 India,IOC.NS,9437869822.485207
1150,TDK,15940000000.0,42.07,🇯🇵 Japan,6762.T,378892322.31994295
1151,Viatris,15910000000.0,13.16,🇺🇸 USA,VTRS,1208966565.349544
1152,bioMérieux,15890000000.0,134.5,🇫🇷 France,BMXMF,118141263.94052045
1153,Silergy,15890000000.0,169.32,🇨🇳 China,6415.TW,93845972.12378928
1154,AMEC,15880000000.0,25.78,🇨🇳 China,688012.SS,615981380.9154383
1155,China Unicom,15860000000.0,0.52,🇨🇳 China,0762.HK,30500000000.0
1156,CK Infrastructure,15830000000.0,5.97,🇭🇰 Hong Kong,1038.HK,2651591289.7822447
1157,China Southern Airlines,15830000000.0,29.9,🇨🇳 China,ZNH,529431438.12709033
