Rank,Name,Market Cap,Price,Country,Ticker,Shares
1578,Molson Coors,10270000000.0,47.26,🇺🇸 USA,TAP,217308506.13626745
1579,Hill-Rom,10270000000.0,155.5,🇺🇸 USA,HRC,66045016.07717042
1580,Cipla,10260000000.0,12.72,🇮🇳 India,CIPLA.NS,806603773.5849056
1581,Tetra Tech,10250000000.0,190.0,🇺🇸 USA,TTEK,53947368.421052635
1582,Dr. Reddy's,10250000000.0,61.17,🇮🇳 India,RDY,167565800.22887036
1583,Daifuku,10240000000.0,81.31,🇯🇵 Japan,6383.T,125937769.03209937
1584,Federal Realty Investment Trust,10240000000.0,131.7,🇺🇸 USA,FRT,77752467.72968869
1585,Taiwan Cement,10230000000.0,1.67,🇹🇼 Taiwan,1101.TW,6125748502.994012
1586,Schibsted,10230000000.0,47.01,🇳🇴 Norway,SCHA.OL,217613273.771538
1587,Tele2,10230000000.0,14.4,🇸🇪 Sweden,TEL2-A.ST,710416666.6666666
1588,Kasikornbank,10230000000.0,4.32,🇹🇭 Thailand,KBANK.BK,2368055555.5555553
1589,Indus Towers,10220000000.0,3.8,🇮🇳 India,INDUSTOWER.NS,2689473684.2105265
1590,Magazine Luíza,10220000000.0,1.55,🇧🇷 Brazil,MGLU3.SA,6593548387.096774
1591,Magellan Midstream Partners,10220000000.0,47.89,🇺🇸 USA,MMP,213405721.44497806
1592,Hana Financial Group,10220000000.0,35.06,🇰🇷 S. Korea,086790.KS,291500285.22532797
1593,Sunrun,10210000000.0,49.37,🇺🇸 USA,RUN,206805752.48126394
1594,Nippon Building Fund,10190000000.0,6172.0,🇯🇵 Japan,8951.T,1651004.5366169799
1595,Info Edge,10180000000.0,78.9,🇮🇳 India,NAUKRI.NS,129024081.11533585
1596,Manhattan Associates,10180000000.0,161.0,🇺🇸 USA,MANH,63229813.664596274
1597,Aisin Seiki,10180000000.0,37.8,🇯🇵 Japan,7259.T,269312169.3121693
1598,ESR,10160000000.0,3.33,🇭🇰 Hong Kong,1821.HK,3051051051.051051
1599,Proofpoint,10150000000.0,175.9,🇺🇸 USA,PFPT,57703240.477544054
1600,Arkema,10150000000.0,137.38,🇫🇷 France,AKE.PA,73882661.23162033
1601,Siemens India,10140000000.0,28.48,🇮🇳 India,SIEMENS.NS,356039325.8426966
1602,Prysmian Group,10130000000.0,38.48,🇮🇹 Italy,PRY.MI,263253638.25363827
1603,Reliance Steel & Aluminum,10130000000.0,161.78,🇺🇸 USA,RS,62615898.1332674
1604,Texas Pacific Land Trust,10120000000.0,1307.0,🇺🇸 USA,TPL,7742922.72379495
1605,Gecina,10110000000.0,137.27,🇫🇷 France,GFC.PA,73650469.87688497
1606,Crocs,10100000000.0,171.65,🇺🇸 USA,CROX,58840664.142149724
1607,Skanska,10090000000.0,24.5,🇸🇪 Sweden,SKSBF,411836734.6938776
1608,Ovintiv,10080000000.0,38.64,🇺🇸 USA,OVV,260869565.2173913
1609,Chr. Hansen,10080000000.0,76.52,🇩🇰 Denmark,51C.F,131730266.59696811
1610,PhosAgro,10070000000.0,77.77,🇷🇺 Russia,PHOR.ME,129484377.0091295
1611,Temenos,10050000000.0,134.68,🇨🇭 Switzerland,TEMN.SW,74621324.62132461
1612,GMO Payment Gateway,10050000000.0,132.55,🇯🇵 Japan,3769.T,75820445.11505091
1613,Cameco,10040000000.0,25.24,🇨🇦 Canada,CCJ,397781299.5245642
1614,Monotaro,10020000000.0,20.18,🇯🇵 Japan,3064.T,496531219.02874136
1615,Embracer Group,10000000000.0,9.86,🇸🇪 Sweden,EMBRAC-B.ST,1014198782.9614605
1616,Brookfield Renewable Partners,10000000000.0,36.38,🇧🇲 Bermuda,BEP,274876305.66245186
1617,NiSource,10000000000.0,25.47,🇺🇸 USA,NI,392618767.1770711
1618,Acciona,9990000000.0,182.87,🇪🇸 Spain,ANA.MC,54628971.400448404
1619,Raiffeisen Bank International,9970000000.0,30.0,🇦🇹 Austria,RAW.F,332333333.3333333
1620,Ambuja Cements,9960000000.0,5.02,🇮🇳 India,AMBUJACEM.NS,1984063745.0199206
1621,Vistra,9950000000.0,20.62,🇺🇸 USA,VST,482541222.11445194
1622,Sinch,9940000000.0,13.3,🇸🇪 Sweden,SINCH.ST,747368421.0526315
1623,Mindtree,9930000000.0,60.22,🇮🇳 India,MINDTREE.NS,164895383.59349054
1624,Taiwan Mobile,9920000000.0,3.53,🇹🇼 Taiwan,3045.TW,2810198300.283286
1625,Allegro.eu,9910000000.0,9.69,🇵🇱 Poland,ALE.WA,1022703818.3694531
1626,InterGlobe Aviation,9870000000.0,25.65,🇮🇳 India,INDIGO.NS,384795321.6374269
1627,Tata Power,9860000000.0,3.08,🇮🇳 India,TATAPOWER.NS,3201298701.2987013
1628,Weibo,9850000000.0,43.03,🇨🇳 China,WB,228910062.74692073
1629,Vertiv Holdings,9850000000.0,26.24,🇺🇸 USA,VRT,375381097.5609756
1630,Disco Corp.,9850000000.0,273.07,🇯🇵 Japan,6146.T,36071337.01981177
1631,QNB Finansbank,9830000000.0,2.93,🇹🇷 Turkey,QNBFB.IS,3354948805.4607506
1632,Saputo,9820000000.0,23.72,🇨🇦 Canada,SAP.TO,413996627.3187184
1633,AEGON,9820000000.0,4.82,🇳🇱 Netherlands,AEG,2037344398.3402488
1634,Suncorp,9820000000.0,7.78,🇦🇺 Australia,SUN.AX,1262210796.915167
1635,Jefferies Financial Group,9810000000.0,39.98,🇺🇸 USA,JEF,245372686.3431716
1636,Realtek,9800000000.0,19.21,🇹🇼 Taiwan,2379.TW,510150963.0400833
1637,Berger Paints,9770000000.0,10.07,🇮🇳 India,BERGEPAINT.NS,970208540.2184707
1638,Newell Brands,9770000000.0,22.99,🇺🇸 USA,NWL,424967377.1204872
1639,Largan Precision,9770000000.0,73.01,🇹🇼 Taiwan,3008.TW,133817285.30338308
1640,Mercari,9760000000.0,61.12,🇯🇵 Japan,4385.T,159685863.87434557
1641,Hua Nan Financial Holdings,9750000000.0,0.74,🇹🇼 Taiwan,2880.TW,13175675675.675676
1642,Tomra,9740000000.0,65.96,🇳🇴 Norway,TOM.OL,147665251.6676774
1643,Santos,9730000000.0,4.68,🇦🇺 Australia,STO.AX,2079059829.0598292
1644,Elisa,9720000000.0,60.72,🇫🇮 Finland,ELISA.HE,160079051.38339922
1645,Orkla,9720000000.0,9.76,🇳🇴 Norway,ORKLF,995901639.3442624
1646,Penumbra,9710000000.0,259.98,🇺🇸 USA,PEN,37349026.84821909
1647,Toray Industries,9700000000.0,6.07,🇯🇵 Japan,3402.T,1598023064.2504117
1648,Guidewire Software,9700000000.0,116.48,🇺🇸 USA,GWRE,83276098.90109889
1649,Credicorp,9680000000.0,121.86,🇧🇲 Bermuda,BAP,79435417.69243394
1650,Tata Consumer Products,9680000000.0,10.51,🇮🇳 India,TATACONSUM.NS,921027592.7687917
1651,Sensata Technologies,9680000000.0,61.12,🇺🇸 USA,ST,158376963.35078534
1652,Teva Pharmaceutical Industries,9670000000.0,8.68,🇮🇱 Israel,TEVA,1114055299.5391705
1653,FICO,9660000000.0,353.37,🇺🇸 USA,FICO,27336785.805246625
1654,Knight-Swift,9640000000.0,58.09,🇺🇸 USA,KNX,165949388.87932518
1655,Fosun,9630000000.0,1.16,🇨🇳 China,0656.HK,8301724137.931035
1656,IndusInd Bank,9620000000.0,12.44,🇮🇳 India,INDUSINDBK.NS,773311897.1061094
1657,Macy's,9610000000.0,32.14,🇺🇸 USA,M,299004355.94275045
1658,ICICI Lombard,9610000000.0,19.59,🇮🇳 India,ICICIGI.NS,490556406.3297601
1659,Pegasystems,9600000000.0,117.61,🇺🇸 USA,PEGA,81625712.09931128
1660,Sealed Air,9600000000.0,64.8,🇺🇸 USA,SEE,148148148.14814815
1661,Alleghany,9590000000.0,700.3,🇺🇸 USA,Y,13694131.08667714
1662,Capri Holdings,9590000000.0,63.74,🇬🇧 UK,CPRI,150454973.32914966
1663,ANA Holdings,9570000000.0,20.35,🇯🇵 Japan,9202.T,470270270.2702702
1664,Samsung Life Insurance,9570000000.0,53.3,🇰🇷 S. Korea,032830.KS,179549718.57410884
1665,Olin,9560000000.0,60.04,🇺🇸 USA,OLN,159227181.8787475
1666,Gold Fields,9560000000.0,10.62,🇿🇦 South Africa,GFI,900188323.9171375
1667,Genpact,9540000000.0,50.76,🇧🇲 Bermuda,G,187943262.41134754
1668,ASUS,9520000000.0,12.82,🇹🇼 Taiwan,2357.TW,742589703.5881435
1669,Ares Capital,9500000000.0,20.63,🇺🇸 USA,ARCC,460494425.5937955
1670,Eiffage,9500000000.0,98.15,🇫🇷 France,FGR.PA,96790626.59195109
1671,Ciena,9490000000.0,61.29,🇺🇸 USA,CIEN,154837657.04030022
1672,Marico,9490000000.0,7.36,🇮🇳 India,MARICO.NS,1289402173.9130435
1673,Offcn Education,9490000000.0,1.54,🇨🇳 China,002607.SZ,6162337662.337662
1674,Hamamatsu,9470000000.0,61.2,🇯🇵 Japan,6965.T,154738562.09150326
1675,Boliden,9460000000.0,34.59,🇸🇪 Sweden,BOL.ST,273489447.8172882
1676,Globe Life,9440000000.0,93.56,🇺🇸 USA,GL,100897819.58101752
1677,Alcoa,9440000000.0,50.46,🇺🇸 USA,AA,187078874.35592547
1678,Credit Acceptance,9430000000.0,648.88,🇺🇸 USA,CACC,14532733.325114043
1679,Norwegian Cruise Line,9430000000.0,22.63,🇺🇸 USA,NCLH,416703490.94122845
1680,Five9,9400000000.0,138.26,🇺🇸 USA,FIVN,67987848.98018228
1681,UGI Corporation,9390000000.0,44.91,🇺🇸 USA,UGI,209084836.33934537
1682,Endava,9380000000.0,152.21,🇬🇧 UK,DAVA,61625385.979896195
1683,Bausch Health,9380000000.0,26.11,🇨🇦 Canada,BHC,359249329.7587131
1684,Dropbox ,9380000000.0,24.53,🇺🇸 USA,DBX,382388911.5368936
1685,First Horizon National,9360000000.0,17.32,🇺🇸 USA,FHN,540415704.3879907
1686,Concentrix,9350000000.0,178.77,🇺🇸 USA,CNXC,52301840.353526875
1687,STORE Capital,9340000000.0,34.26,🇺🇸 USA,STOR,272621132.51605374
1688,ZOZO,9340000000.0,31.47,🇯🇵 Japan,3092.T,296790594.2167143
1689,Thoughtworks,9330000000.0,30.59,🇺🇸 USA,TWKS,305001634.5210853
1690,Commerzbank,9330000000.0,7.45,🇩🇪 Germany,CBK.F,1252348993.2885907
1691,Banco Santander-Chile,9320000000.0,19.44,🇨🇱 Chile,BSAC,479423868.3127572
1692,Ascendas Reit,9320000000.0,2.22,🇸🇬 Singapore,A17U.SI,4198198198.198198
1693,Algonquin Power & Utilities,9310000000.0,13.87,🇨🇦 Canada,AQN,671232876.7123288
1694,Hang Lung Properties,9290000000.0,2.06,🇭🇰 Hong Kong,0101.HK,4509708737.864078
1695,AGCO,9280000000.0,124.09,🇺🇸 USA,AGCO,74784430.65516964
1696,West Fraser Timber,9280000000.0,86.93,🇨🇦 Canada,WFG,106752559.53065684
1697,Motherson Sumi Systems,9270000000.0,2.94,🇮🇳 India,MOTHERSUMI.NS,3153061224.489796
1698,Centrais Electricas Brasileiras,9250000000.0,5.9,🇧🇷 Brazil,EBR,1567796610.1694915
1699,IronSource,9240000000.0,9.11,🇮🇱 Israel,IS,1014270032.9308453
1700,BJ's Wholesale Club,9240000000.0,67.71,🇺🇸 USA,BJ,136464333.1856447
1701,Assurant,9220000000.0,161.92,🇺🇸 USA,AIZ,56941699.604743086
1702,Freshworks,9210000000.0,35.04,🇺🇸 USA,FRSH,262842465.75342467
1703,ScottsMiracle-Gro,9210000000.0,165.08,🇺🇸 USA,SMG,55791131.57257087
1704,Yamaha,9200000000.0,53.49,🇯🇵 Japan,7951.T,171994765.3767059
1705,Kingfisher,9200000000.0,4.4,🇬🇧 UK,KFI1.F,2090909090.9090908
1706,TopBuild,9180000000.0,278.98,🇺🇸 USA,BLD,32905584.629722558
1707,Amdocs,9180000000.0,72.53,🇺🇸 USA,DOX,126568316.55866538
1708,Telus International,9170000000.0,34.53,🇨🇦 Canada,TIXT,265566174.3411526
1709,Sino Land,9170000000.0,1.24,🇭🇰 Hong Kong,0083.HK,7395161290.32258
1710,Aramark,9160000000.0,35.91,🇺🇸 USA,ARMK,255082149.81899196
1711,Wix.com,9140000000.0,160.63,🇮🇱 Israel,WIX,56900952.49953309
1712,Owens Corning,9140000000.0,91.01,🇺🇸 USA,OC,100428524.33798483
1713,CyberAgent,9130000000.0,18.1,🇯🇵 Japan,4751.T,504419889.5027624
1714,Advanced Drainage Systems,9120000000.0,128.15,🇺🇸 USA,WMS,71166601.63870464
1715,Française des Jeux,9120000000.0,47.78,🇫🇷 France,FDJ.VI,190874843.0305567
1716,GEA Group,9120000000.0,50.66,🇩🇪 Germany,G1A.F,180023687.32727993
1717,PagSeguro,9120000000.0,27.75,🇧🇷 Brazil,PAGS,328648648.6486486
1718,NRG Energy,9120000000.0,37.26,🇺🇸 USA,NRG,244766505.63607088
1719,dLocal,9120000000.0,33.67,Uruguay,DLO,270864270.86427087
1720,Hyatt Hotels,9110000000.0,82.87,🇺🇸 USA,H,109931217.56968746
1721,Natera,9090000000.0,96.1,🇺🇸 USA,NTRA,94588969.82310094
1722,Rohm,9070000000.0,92.5,🇯🇵 Japan,6963.T,98054054.05405405
1723,Saia,9060000000.0,344.37,🇺🇸 USA,SAIA,26308911.92612597
1724,Cemex,9050000000.0,6.15,🇲🇽 Mexico,CX,1471544715.4471543
1725,Yamaha Motor,9050000000.0,25.9,🇯🇵 Japan,7272.T,349420849.42084944
1726,Eicher Motors,9030000000.0,33.05,🇮🇳 India,EICHERMOT.NS,273222390.3177005
1727,Churchill Downs,9030000000.0,236.24,🇺🇸 USA,CHDN,38223840.16254656
1728,Sibanye-Stillwater,9010000000.0,12.82,🇿🇦 South Africa,SBSW,702808112.3244929
1729,Penn National Gaming,9010000000.0,53.19,🇺🇸 USA,PENN,169392742.9968039
1730,United Therapeutics,9010000000.0,200.18,🇺🇸 USA,UTHR,45009491.45768808
1731,XPO Logistics,8990000000.0,78.45,🇺🇸 USA,XPO,114595283.62014021
1732,MKS Instruments,8990000000.0,162.15,🇺🇸 USA,MKSI,55442491.52019735
1733,Bank Negara Indonesia,8980000000.0,0.48,🇮🇩 Indonesia,BBNI.JK,18708333333.333336
1734,ST Engineering,8960000000.0,2.85,🇸🇬 Singapore,SJX.F,3143859649.122807
1735,Cimarex Energy,8960000000.0,87.2,🇺🇸 USA,XEC,102752293.57798165
1736,Arrow Electronics,8950000000.0,128.67,🇺🇸 USA,ARW,69557783.477112
1737,Ralph Lauren,8940000000.0,121.55,🇺🇸 USA,RL,73549979.43233238
1738,Dentsu,8940000000.0,32.42,🇯🇵 Japan,4324.T,275755706.3541024
1739,Resona Holdings,8930000000.0,3.69,🇯🇵 Japan,8308.T,2420054200.5420055
1740,Bechtle,8930000000.0,70.88,🇩🇪 Germany,BC8.F,125987584.65011288
1741,Falabella,8920000000.0,3.56,🇨🇱 Chile,FALABELLA.SN,2505617977.52809
1742,LG Household & Health Care,8910000000.0,532.15,🇰🇷 S. Korea,051905.KS,16743399.417457484
1743,Santander Polska,8890000000.0,85.47,🇵🇱 Poland,BZI.F,104013104.01310402
1744,Cabot Oil & Gas,8890000000.0,22.25,🇺🇸 USA,COG,399550561.7977528
1745,Sampoerna,8880000000.0,0.07,🇮🇩 Indonesia,HSZ.F,126857142857.14284
1746,Indian Railway Catering & Tourism,8880000000.0,11.1,🇮🇳 India,IRCTC.NS,800000000.0
1747,Global-e,8880000000.0,60.99,🇮🇱 Israel,GLBE,145597638.9572061
1748,Informatica,8880000000.0,32.45,🇺🇸 USA,INFA,273651771.95685667
1749,Jabil,8880000000.0,61.96,🇺🇸 USA,JBL,143318269.8515171
1750,WillScot,8870000000.0,39.79,🇺🇸 USA,WSC,222920331.74164364
1751,Amorepacific,8870000000.0,141.65,🇰🇷 S. Korea,090430.KS,62619131.662548535
1752,SEI Investments,8860000000.0,63.58,🇺🇸 USA,SEIC,139351997.48348537
1753,Wacker Chemie,8850000000.0,178.22,🇩🇪 Germany,WCH.F,49657726.405566156
1754,Berry Global,8830000000.0,65.16,🇺🇸 USA,BERY,135512584.40761203
1755,SIG Combibloc,8830000000.0,26.18,🇨🇭 Switzerland,SIGN.SW,337280366.6921314
1756,Fresnillo,8820000000.0,11.98,🇲🇽 Mexico,FNLPF,736227045.0751252
1757,China Development Financial,8820000000.0,0.59,🇹🇼 Taiwan,2883.TW,14949152542.372883
1758,Pure Storage,8820000000.0,30.95,🇺🇸 USA,PSTG,284975767.3667205
1759,FirstService,8800000000.0,200.5,🇨🇦 Canada,FSV,43890274.31421446
1760,ITT,8800000000.0,102.89,🇺🇸 USA,ITT,85528234.0363495
1761,Pershing Square Holdings,8790000000.0,40.8,🇺🇸 USA,PSHZF,215441176.47058824
1762,Ozon,8790000000.0,40.64,🇺🇸 USA,OZON,216289370.07874015
1763,Otsuka,8790000000.0,46.38,🇯🇵 Japan,4768.T,189521345.40750322
1764,Lithia Motors,8780000000.0,288.3,🇺🇸 USA,LAD,30454387.79049601
1765,Dolby,8770000000.0,86.74,🇺🇸 USA,DLB,101106755.82199678
1766,TPG Telecom,8770000000.0,4.72,🇦🇺 Australia,TPG.AX,1858050847.4576273
1767,IPG Photonics,8760000000.0,164.35,🇺🇸 USA,IPGP,53300882.263462126
1768,Agilon Health,8710000000.0,22.13,🇺🇸 USA,AGL,393583370.98960686
1769,Autoliv,8700000000.0,99.55,🇸🇪 Sweden,ALV,87393269.71371171
1770,Western Midstream,8700000000.0,21.32,🇺🇸 USA,WES,408067542.2138837
1771,Cullen/Frost Bankers,8690000000.0,136.49,🇺🇸 USA,CFR,63667667.96102278
1772,HK Electric Investments,8690000000.0,0.98,🇭🇰 Hong Kong,2638.HK,8867346938.77551
1773,Meiji Holdings,8670000000.0,59.82,🇯🇵 Japan,2269.T,144934804.41323972
1774,Accor,8670000000.0,33.12,🇫🇷 France,AC.PA,261775362.3188406
1775,Tokyu,8670000000.0,14.36,🇯🇵 Japan,9005.T,603760445.6824512
1776,Rockwool,8670000000.0,432.95,🇩🇰 Denmark,R90.F,20025407.090888094
1777,Nippon Prologis REIT,8660000000.0,3355.0,🇯🇵 Japan,3283.T,2581222.056631893
1778,PGNiG,8650000000.0,1.46,🇵🇱 Poland,7GG.F,5924657534.246575
1779,Americold,8640000000.0,32.41,🇺🇸 USA,COLD,266584387.53471154
1780,Lodha Group,8620000000.0,17.92,🇮🇳 India,LODHA.NS,481026785.7142857
1781,Polymetal,8620000000.0,18.12,🇨🇾 Cyprus,PM6.F,475717439.29359823
1782,Commerce Bancshares,8600000000.0,74.06,🇺🇸 USA,CBSH,116122063.19200648
1783,Intellia Therapeutics,8590000000.0,115.52,🇺🇸 USA,NTLA,74359418.28254847
1784,Brooks Automation,8590000000.0,115.61,🇺🇸 USA,BRKS,74301531.00942825
1785,Soitec,8580000000.0,255.8,🇫🇷 France,SOI.PA,33541829.554339327
1786,Lincoln Electric,8580000000.0,145.34,🇺🇸 USA,LECO,59033989.266547404
1787,Gentex,8560000000.000001,36.23,🇺🇸 USA,GNTX,236268285.9508695
1788,United Spirits,8550000000.000001,12.06,🇮🇳 India,UNITDSPR.BO,708955223.8805971
1789,First Citizens BancShares,8539999999.999999,881.49,🇺🇸 USA,FCNCA,9688141.669219162
1790,EastGroup Properties,8520000000.0,209.65,🇺🇸 USA,EGP,40639160.50560458
1791,Nissan Chemical,8520000000.0,59.9,🇯🇵 Japan,4021.T,142237061.76961604
1792,Frontier Communications,8520000000.0,34.88,🇺🇸 USA,FYBR,244266055.04587156
1793,ChargePoint,8500000000.0,26.17,🇺🇸 USA,CHPT,324799388.6129155
1794,Husqvarna,8490000000.0,14.73,🇸🇪 Sweden,HUSQ-A.ST,576374745.4175153
1795,RLX Technology,8490000000.0,5.41,🇨🇳 China,RLX,1569316081.3308687
1796,Hapvida,8480000000.0,2.19,🇧🇷 Brazil,HAPV3.SA,3872146118.7214613
1797,YETI Holdings,8470000000.000001,96.73,🇺🇸 USA,YETI,87563320.58306627
1798,Rightmove,8470000000.000001,9.48,🇬🇧 UK,3JDA.F,893459915.6118144
1799,Flex,8449999999.999999,17.97,🇸🇬 Singapore,FLEX,470228158.0411797
1800,Vornado Realty Trust,8449999999.999999,44.11,🇺🇸 USA,VNO,191566538.19995463
1801,Tempur Sealy,8439999999.999999,43.87,🇺🇸 USA,TPX,192386596.7631639
1802,Tandem Diabetes Care,8439999999.999999,132.88,🇺🇸 USA,TNDM,63515954.24443106
1803,CAE,8430000000.0,26.64,🇨🇦 Canada,CAE,316441441.4414414
1804,AptarGroup,8430000000.0,128.18,🇺🇸 USA,ATR,65766890.31050085
1805,First American,8430000000.0,76.85,🇺🇸 USA,FAF,109694209.49902408
1806,Coty,8430000000.0,10.3,🇺🇸 USA,COTY,818446601.9417475
1807,Phillips 66 Partners,8420000000.0,36.91,🇺🇸 USA,PSXP,228122460.03793013
1808,AngloGold Ashanti,8410000000.0,20.17,🇿🇦 South Africa,AU,416955875.0619732
1809,AGNC Investment,8410000000.0,16.03,🇺🇸 USA,AGNC,524641297.5670617
1810,WH Group,8400000000.0,0.66,🇭🇰 Hong Kong,0288.HK,12727272727.272726
1811,Banco Santander México,8400000000.0,6.14,🇲🇽 Mexico,BSMX,1368078175.8957655
1812,Phillips-Van Heusen,8400000000.0,118.23,🇺🇸 USA,PVH,71047957.37122558
1813,Ibiden,8390000000.000001,60.16,🇯🇵 Japan,4062.T,139461436.17021278
1814,Wärtsilä,8380000000.000001,14.21,🇫🇮 Finland,WRT1V.HE,589725545.39057
1815,SRF Limited,8380000000.000001,28.29,🇮🇳 India,SRF.NS,296217744.78614354
1816,Ascendis Pharma,8380000000.000001,147.39,🇩🇰 Denmark,ASND,56855960.37723049
1817,Tenet Healthcare,8369999999.999999,78.19,🇺🇸 USA,THC,107046936.94845888
1818,Choice Hotels International,8369999999.999999,150.54,🇺🇸 USA,CHH,55599840.57393383
1819,Daiwa Securities Group,8369999999.999999,5.58,🇯🇵 Japan,8601.T,1499999999.9999998
1820,Ipsen,8340000000.0,101.18,🇫🇷 France,IPN.PA,82427357.18521446
1821,Apartment Income REIT,8340000000.0,53.15,🇺🇸 USA,AIRC,156914393.22671685
1822,Kobe Bussan,8340000000.0,38.62,🇯🇵 Japan,3038.T,215950284.82651478
1823,Neurocrine Biosciences,8330000000.0,87.86,🇺🇸 USA,NBIX,94809924.88049169
1824,Lufthansa,8330000000.0,6.97,🇩🇪 Germany,LHA.DE,1195121951.2195122
1825,Kohl's,8320000000.0,55.32,🇺🇸 USA,KSS,150397686.18944323
1826,AutoNation,8320000000.0,126.99,🇺🇸 USA,AN,65516969.840144895
1827,Groupe SEB,8320000000.0,151.01,🇫🇷 France,SK.PA,55095689.02721675
1828,Nanya Technology,8310000000.000001,2.65,🇹🇼 Taiwan,2408.TW,3135849056.603774
1829,Gildan,8289999999.999999,42.79,🇨🇦 Canada,GIL,193736854.40523484
1830,Avast,8279999999.999999,7.98,Czech Republic,AV2.F,1037593984.9624058
1831,Woori Financial Group,8270000000.0,34.09,🇰🇷 S. Korea,WF,242593135.8169551
1832,Netmarble,8260000000.0,100.88,🇰🇷 S. Korea,251270.KS,81879460.74544013
1833,TuSimple,8260000000.0,38.78,🇺🇸 USA,TSP,212996389.89169675
1834,PKN Orlen,8250000000.0,19.04,🇵🇱 Poland,PKY1.F,433298319.32773113
1835,RTL Group,8240000000.0,52.84,🇱🇺 Luxembourg,RRTL.F,155942467.8274035
1836,S-OIL,8230000000.0,71.63,🇰🇷 S. Korea,010950.KS,114895993.29889712
1837,Hualan Biological Engineering,8220000000.000001,4.51,🇨🇳 China,002007.SZ,1822616407.982262
1838,Magnit,8220000000.000001,80.71,🇷🇺 Russia,MGNT.ME,101846115.72295876
1839,National Retail Properties,8199999999.999999,46.7,🇺🇸 USA,NNN,175588865.0963597
1840,Lightspeed POS,8189999999.999999,55.31,🇨🇦 Canada,LSPD,148074489.2424516
1841,Swire Pacific,8170000000.0,5.85,🇭🇰 Hong Kong,0019.HK,1396581196.5811968
1842,Lamb Weston,8170000000.0,55.97,🇺🇸 USA,LW,145971055.9228158
1843,Galp Energia,8170000000.0,9.8,🇵🇹 Portugal,GZ5.F,833673469.387755
1844,Getlink,8150000000.0,15.13,🇫🇷 France,GET.PA,538664904.1639128
1845,Grayscale Bitcoin Trust,8150000000.0,46.42,🇺🇸 USA,GBTC,175570874.62300733
1846,Dongfeng Motor,8140000000.000001,0.94,🇨🇳 China,0489.HK,8659574468.085108
1847,Spring Airlines,8130000000.000001,8.87,🇨🇳 China,601021.SS,916572717.0236754
1848,Yakult,8119999999.999999,50.63,🇯🇵 Japan,2267.T,160379221.80525377
1849,Piramal Group,8109999999.999999,34.0,🇮🇳 India,PEL.NS,238529411.76470587
1850,Evotec,8109999999.999999,23.33,🇩🇪 Germany,EVO,347621088.72696096
1851,Japan Airlines,8109999999.999999,18.57,🇯🇵 Japan,9201.T,436725901.9924609
1852,Kilroy Realty,8090000000.0,69.55,🇺🇸 USA,KRC,116319194.82386772
1853,GAIL,8090000000.0,1.82,🇮🇳 India,GAIL.NS,4445054945.054945
1854,GrandVision,8070000000.0,31.81,🇳🇱 Netherlands,GVNV.AS,253693806.97893745
1855,Dun & Bradstreet,8060000000.000001,18.71,🇺🇸 USA,DNB,430785676.10903263
1856,Meridian Energy,8050000000.000001,3.1,🇳🇿 New Zealand,MEZ.AX,2596774193.5483875
1857,DWS Group,8050000000.000001,40.28,🇩🇪 Germany,DWS.F,199851042.70109236
1858,EQT Corporation,8050000000.000001,21.3,🇺🇸 USA,EQT,377934272.3004695
1859,Penske Automotive,8039999999.999999,102.81,🇺🇸 USA,PAG,78202509.48351327
1860,Korean Air Lines,8029999999.999999,31.02,🇰🇷 S. Korea,003495.KS,258865248.22695032
1861,Japan Real Estate Investment,8029999999.999999,5799.0,🇯🇵 Japan,8952.T,1384721.5037075356
1862,KEPCO,8020000000.0,8.98,🇯🇵 Japan,9503.T,893095768.3741648
1863,First Industrial Realty Trust,8010000000.0,61.5,🇺🇸 USA,FR,130243902.43902439
1864,Godrej Properties,8000000000.0,28.81,🇮🇳 India,GODREJPROP.NS,277681360.63866717
1865,Mitsubishi Heavy Industries,7990000000.0,23.8,🇯🇵 Japan,7011.T,335714285.71428573
1866,Organon,7990000000.0,31.54,🇺🇸 USA,OGN,253329105.8972733
1867,Smartsheet,7990000000.0,63.48,🇺🇸 USA,SMAR,125866414.61877757
1868,Futu Holdings,7980000000.0,54.45,🇭🇰 Hong Kong,FUTU,146556473.8292011
1869,DXC Technology,7970000000.0,31.63,🇺🇸 USA,DXC,251975972.17831174
1870,Wyndham Hotels & Resorts,7970000000.0,85.6,🇺🇸 USA,WH,93107476.63551402
1871,Stifel,7970000000.0,76.46,🇺🇸 USA,SF,104237509.80905049
1872,Legend Biotech,7960000000.0,55.04,🇺🇸 USA,LEGN,144622093.02325583
1873,Toll Brothers,7950000000.0,65.35,🇺🇸 USA,TOL,121652639.63274676
1874,Jazz Pharmaceuticals,7940000000.0,129.31,🇮🇪 Ireland,JAZZ,61402830.40754775
1875,Silicon Labs,7940000000.0,197.77,🇺🇸 USA,SLAB,40147646.25575163
1876,Oak Street Health,7940000000.0,32.96,🇺🇸 USA,OSH,240898058.2524272
1877,Old Republic International,7930000000.0,25.85,🇺🇸 USA,ORI,306769825.9187621
1878,Janus Henderson,7930000000.0,46.51,🇬🇧 UK,JHG,170500967.5338637
1879,Auckland Airport,7920000000.0,5.35,🇳🇿 New Zealand,AIA.AX,1480373831.775701
1880,Houlihan Lokey,7920000000.0,116.01,🇺🇸 USA,HLI,68269976.7261443
1881,Trend Micro,7910000000.0,56.87,🇯🇵 Japan,4704.T,139089150.69456655
